sample,Hash,nReads,kingdom,phylum,class,order,family,genus,species,Host_name,Host_DNA
Pv_SMK_ROV25-13_s_35,49a8f6870a88507f091f630f08aad4627c9a8ede,2,Metazoa,Porifera,Demospongiae,Axinellida,Axinellidae,Axinella,Axinella infundibuliformis,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,680874ee334dba8e2c7da1f450418df0c760d3b4,2,Chromista,Phaeophyta,Phaeophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,78b4ca890c25094121d36ac7b791ef8ce0430906,2,Chromista,Phaeophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,7e52c0cc697e244233dec2efbd51935b87b1d981,2,Plantae,Rhodophyta,NA,NA,NA,NA,"Phycodrys fimbriata voucher GWS039443 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,808c4219e24597f8abd715649f4f258682b96f9e,2,Chromista,Phaeophyta,Phaeophyceae,Laminariales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,23b2d5c4853d93b35ae129d09c1e6694b9f89d0b,1,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Melanothamnus,Melanothamnus harveyi,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,390863cd1e80f7b591a77e6886cfad5c66b2a0bc,1,Metazoa,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Petrosia,Petrosia crassa,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,7fbca25439317036f87db82d77f2475a4d17e829,1,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,9a782ad397aeeec7dc6122cc00622c1de62a4110,1,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-13_s_35,a0b78ad85677c72014506024096372b4981024f0,1,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,a169655517bb15c7120c326b40727fc2762ef88d,41302,Chromista,Oomycota,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,bd239d133c628d8e15db81651d78c013f7b07617,28603,Metazoa,Echinodermata,Crinoidea,Comatulida,Antedonidae,Hathrometra,Hathrometra tenella,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,717864a71b1eb7bba7389e8f500d1a618b30982e,4034,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,6cf94037bd875984490305826efd0e14e9eca9ba,679,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,Pionosyllis,Pionosyllis enigmatica,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,1e7deb3d906512de276bf99fa27ecf9b9a2f4849,495,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,b4bf4a9f25dc73de14ddcdbdf6f0e166818a2129,289,Plantae,Rhodophyta,Florideophyceae,Corallinales,NA,NA,uncultured Corallinales,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,8282f3a4d6fe472b6b8e72c0f0b59158c777c968,257,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,19aa95a930b554f9107622ab1a189062f5354f3e,230,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,25457a4f78a786e1f0134d2c2ea14034d4ff7ec0,230,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Lafoeidae,Lafoea,Lafoea dumosa,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,237b10c5a4e852622e815af2fe3f7263bd1d59cb,204,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Grateloupia,Grateloupia catenata,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,13cbaf1726058c1140600f8ad257c456738a943a,185,Metazoa,Porifera,Demospongiae,Bubarida,Bubaridae,Phakellia,Phakellia ventilabrum,Phakellia ventilabrum,Host DNA
Pv_SMK_ROV25-14_s_36,87f656d49683488ca802a9217367d84f93e83c30,185,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,68df9429cde7f934e640055cf1917c794d57c786,164,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,82c2308c63fd3abb135d3072576e71a97f68efd8,156,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Microspongium,Microspongium tenuissimum,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,0153c8aefbbbf4533d1a7477513b3963e9a645c9,147,Chromista,Phaeophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,8732454685a0a9258dfdb1011586b6c0702f9ea0,142,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,86dabd192dccf9f59afee3b04b6dcd3a76ddb3d2,137,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Acrosorium,Acrosorium ciliolatum,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,b44c2c1dbdce28b8263badd1d595f9234a2b3c5c,135,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,377b20c390b1bc61ab5fdaec1bf1f22cc8f2dd1c,115,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax avenae,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,e0864c6b5b627c46e8eee6fae44e4b6eae9e8b43,112,Archaea,Thaumarchaeota,NA,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,191afec8cf4999a5187f3464ccaeceb945b413ed,102,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,3e0af5b879034ae5d1192c26b9bcdb608cfd7204,96,Metazoa,Annelida,Clitellata,Hirudinida,Haemadipsidae,Haemadipsa,Haemadipsa interrupta,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,7c14d038fcd0309d57a4ba0f8c514e50d1ab6c21,96,Plantae,Rhodophyta,Florideophyceae,Corallinales,NA,NA,uncultured Corallinales,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,95b07f0e932b2d241504fa94d8892d299aa8b4e5,90,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,c7b720be1cd4f51e363853de23e63ba5f463f993,90,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,51573839b7e31f5c0273e27fe18a5f407f92c8e1,87,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Bossiella,Bossiella orbigniana,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,32608ef81956002ecc58d8a2d4fc20efac339d7e,81,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,33fbfc5d74cbaa183e51358bee83498a10f81fc2,81,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,7b66d7f5cd74b29e2eedcede9c782f91c86a938e,72,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,a83525d3169b7a7c443d096ae2f21c4ae93f64d2,72,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,dfc4be24e9f1c1daccf07a3cb46b52a58f4aebc8,67,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia homoia,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,9970a060113adaf1c02bd5b74b0e61c3e1fcd752,66,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,5b5160e992314706ebb28ebd532bd865262d8ef2,65,Metazoa,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,Plakortis,Plakortis sp.,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,f0e2134a9a2b79eae3ca2783126034fd9c698636,64,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,f87c66a857ffd85dd1e8753b6d6e4baef7536b63,62,Metazoa,Mollusca,Gastropoda,Basommatophora,Acroloxidae,Acroloxus,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,707c2bbe5d983aabd29a0297261ef488fcc8f807,61,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Dactylosiphon,Dactylosiphon bullosus,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,450111cd309d27f406245eb441a348f8a62668dc,60,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,a0bb10623f672ff04875ef0200dbe5f2fd47162b,59,Viridiplantae,Streptophyta,Charophyceae,Charales,Characeae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,8024afae93a83cc27b13d928604226a8c61a16e5,58,Metazoa,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,a2f4001c86bc2046dba0a666e88c2b09af28a90f,58,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,fe14654bbdd1d8859b98ae140caf9cb7d3742e00,55,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,Callophyllis depressa,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,43a90ce7e1cbecf3ef22fc713fc4a7324b2631b2,53,Chromista,Myzozoa,Dinophyceae,Syndiniales,Syndiniaceae,Hematodinium,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,c5f464c9090f922f1bb2d2920eae0d1c9640749b,53,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,0f7343a82b761ef0684b8cd3d1b386090839652c,49,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,6eaa84b35f9ee3f899a5de55d8bf995953d00ac8,49,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Bonnemaisonia,Bonnemaisonia asparagoides,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,ffe6de711c5d523ed97c98e96f23c9543c1310cd,49,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,7897471fc3e3a7f38ebbb97bc69bd6f1229f915f,47,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,Callophyllis adhaerens,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,b55b6b639e34008ce7b744d47ace026a3d0417aa,46,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,40ed4e125b53a049a7c8dc91bcdd700764268c08,45,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,4d75d34c5f0f9e3b24843fefd6776584fbb27659,44,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,11ce01beda447669f4e763e5df513988a8252328,43,Bacteria,Proteobacteria,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,0f8cc9d6bd90a4b97b0d7c5aa02b29b409a1c269,42,Other Eukaryota,NA,Dinophyceae,NA,NA,NA,uncultured dinoflagellate,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,558b6de5648cce15c8b87c04b2db1cbcfb6ef506,42,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,88fcc9f173bb7069a3f2b34468eccc499f10f6a5,42,Plantae,Rhodophyta,NA,NA,NA,NA,"Plocamium sp. Aus 2 GWS-2011 voucher GWS001613 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial",Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,cb24c7d2f76f50efe555615a66a28349ba085840,42,Metazoa,Porifera,Demospongiae,Axinellida,Axinellidae,Ptilocaulis,Ptilocaulis sp.,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,216bcdcdb735e898ac5d9324a7531f69737d78d1,41,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella umbonata,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,e4ea93457ccb90e3ac02a24ef435ea984c3cbf2b,41,Metazoa,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,e940ae67bc8c1a5a4e8dabc90dfc4206bb70f191,39,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,084dbde0ad03224e130c764316917aae040e48f4,36,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,d55a1074a891e4c50bfd53cad190404b6f1efce7,36,Other Eukaryota,NA,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Thoracosphaera,Thoracosphaera heimii,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,1230dd6830e0f1ca196733e525eb9d3ffd0544c5,35,Metazoa,Porifera,Demospongiae,Axinellida,Raspailiidae,Echinodyctium,Echinodictyum sp.,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,3b7cb9f6a2f312bb326dadd41f56ebbd944f543b,35,Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,60b75e5357c65a3ee9e9f91593d1ac6dee39b1d4,35,Metazoa,Mollusca,Gastropoda,Stylommatophora,Helicidae,Allognathus,Allognathus hispanicus,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,a3699737419f5c3168160fc1db8845cce9355b52,35,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Chordariaceae,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,d7e28c763e89789138b8483c404ee1c606264799,35,Chromista,Myzozoa,Dinophyceae,Syndiniales,Syndiniaceae,Hematodinium,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,1bf6786401572c4f28601dae04fd4f56298c17b3,33,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,aadbb10dc0104d2a3ba3ae704011c1ad402cb9c6,33,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,6cc41ec2bec66cbf087bf3ffb5bb7d7cf8db9fa6,32,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,329726558df1e1fd34c90d0078558444dd5c1bc4,28,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,37d690848363adc3e2837037a95aaefb691d8eca,26,Metazoa,Arthropoda,Malacostraca,Amphipoda,Valettiopsidae,Valettietta,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,ac76f3fcf9c72294c8ee933a88e7dd78b2dad689,26,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,fd2f1ed36b25f3ceb8f8ac026e9f270d50df3195,26,Plantae,Rhodophyta,Florideophyceae,Gigartinales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,77dd8fb7391a5263992277d9b63a7073b4fdb5f2,25,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,795d8e01ca07c7589aa05eb8557f893ed2187875,25,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,f600aa5d03b5d3e57316854cf96ee7695f04454c,25,Metazoa,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Microcalanus,Microcalanus pusillus,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,fcc5c0f2d73b11d31a0186f96e2e11d7617cd41e,25,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,0a8b1329d496cb2db76c872d4e05fa588dd26692,22,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,436c7392e82e272d231ccb65c5b3fe28256d2780,21,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Callophyllis,Callophyllis adhaerens,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,f747aa0661499cdfe76c13efc72a89e605420da5,21,Metazoa,Cnidaria,Anthozoa,Actiniaria,NA,NA,Actiniaria sp.,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,5b364641560eb7a8468f71e882fe8efb31b66794,20,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Petalonia,Petalonia tenella,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,91656ef1226b3b59b7fcdee0f1cd604392f3e333,20,Metazoa,Mollusca,Gastropoda,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,73e23c2220a43087fc2e70db2d8bd16e305dc22f,19,Chromista,Phaeophyta,Phaeophyceae,Ectocarpales,Chordariaceae,Papenfussiella,Papenfussiella kuromo,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,f59d1858b74b645ff0f6cfb661c0341d02d1f6c1,17,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Rhodymenia,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,41c96d0bf5153b337439b4aba469394c2ffd8980,16,Chromista,Oomycota,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,73b16c2fcdf3989d242ae3ce26c0e9837841dc33,16,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,6021cba83575da969520947951610c6cfd3b464f,15,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Melanothamnus,Melanothamnus harveyi,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,147926f145226aa9d4f7d549c559862452a60aff,14,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,Vesicomya sp. endosymbiont,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,22dffd66db42ddeac91a75e06f8e9c870f837c48,14,Metazoa,Cnidaria,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,61316716168d01b71b72a5140a56d94ded89efb2,13,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,ea829c6af823fbc4293d180178a9335506f16c23,12,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Kareniaceae,NA,uncultured Kareniaceae,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,f9daa631fdf318a693d0c3ff5fa2594d2941df6c,12,Chromista,Phaeophyta,Phaeophyceae,Laminariales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,ad78114475aa3483159b317f235c0ce37cacfdc2,11,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,dbdbeb048375a9eb1c0a5f25a9d13b88ab6c07d9,11,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,254267d29bee7b7d493e02451ecded132247e6d9,10,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,2db851d5599c838169714d594feb25e28e57fcbc,10,Chromista,Bacillariophyta,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,2e401352e2e813ea5aeab71b97ababd3d95f79e8,10,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,53874af1103040a6b6cd98bb20ce655373e8ae79,10,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,5ae1341da7ed3b29f88201563c85b12b0112a65a,10,Other Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Minutocellus,Minutocellus polymorphus,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,64180bc1104b9856ab45bb98246ecffbc23ae299,10,Other Eukaryota,NA,Dinophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,8e3efea90e48ad63cfe4e3ab24aa860cc19b03aa,10,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,Felicinia,Felicinia marginata,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,a688e972c71a5b85088271a0ebb6d5b9f176ce27,10,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,aa5582701302cab6124f69ea6b9fd583031fe328,10,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,ad2a4db92b406d97681fbaec923f184a37a8044d,10,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Phacellophora,Phacellophora camtschatica,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,b0adf53ed7d3ed2117325fbc595f9f2b2174943f,10,Chromista,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,Laminaria sinclairii,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,ec7fc0377e0a3647154f12dd910d911e123f8b78,10,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Triconia,Triconia borealis,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,0f1bb727550c222ae5fc9f44eab5ba63fe18a10e,9,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,6ade3e519d5d621e62df6029e56d09b51b62a30a,9,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,7c7a6e5ffd64dee1552dede06546bafec1c433e2,9,Chromista,Myzozoa,Dinophyceae,Syndiniales,Syndiniaceae,Hematodinium,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,9b193933508b12dc6873649fcb7ea8a6c362348e,9,Plantae,Rhodophyta,Florideophyceae,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,b61fb26d1557e6dde697e60ea4159de201bf039d,9,Chromista,Oomycota,NA,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cinnamomi,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,d78ea00c129b34bcaaff0857d014157bc2912d78,9,Viridiplantae,Streptophyta,Zygnemophyceae,Zygnematales,Mesotaeniaceae,Roya,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,e7b5901a753bd4f263bfc130703042799fb5f91d,9,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,1d128c7f6b30d1cea6c801c78537c8775aa0dbfb,8,Metazoa,Arthropoda,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,1f236cd36a5a701f6a125d1be67d52af57f8dc2f,8,Plantae,Rhodophyta,Florideophyceae,Corallinales,Spongitidaceae,Spongites,Spongites sp. AR-2015,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,40adc92454278a1d8aac2da94a4019ef81a4e36e,8,Metazoa,NA,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,7233014b0aac05d5e271b16ac1e3b24c007037fc,8,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,Parvicardium,Parvicardium minimum,Phakellia ventilabrum,nsDNA
Pv_SMK_ROV25-14_s_36,d91e4f5a7edc004a4ac60506d91bf2a3ed5b17f1,8,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA,Phakellia ventilabrum,nsDNA
